iter	Accuracy	MultiClass
883	0.9328358209	0.3291842719
884	0.9328358209	0.328887838
885	0.9328358209	0.3285376641
886	0.9328358209	0.3280536074
887	0.9328358209	0.3277892193
888	0.9328358209	0.3275843161
889	0.9328358209	0.3271078891
890	0.9328358209	0.3270649486
891	0.9328358209	0.3268931785
892	0.9328358209	0.3267301854
893	0.9328358209	0.326479978
894	0.9328358209	0.3261929559
895	0.9328358209	0.325974988
896	0.9328358209	0.3258731954
897	0.9328358209	0.3256300384
898	0.9328358209	0.325447611
899	0.9328358209	0.3253212547
900	0.9328358209	0.3252583031
901	0.9328358209	0.3249851099
902	0.9328358209	0.3249121965
903	0.9328358209	0.3246563929
904	0.9328358209	0.3244703592
905	0.9402985075	0.3241794244
906	0.9402985075	0.3239842296
907	0.9328358209	0.3237010444
908	0.9328358209	0.3235915731
909	0.9402985075	0.323407915
910	0.9402985075	0.3232636656
911	0.9402985075	0.3231988589
912	0.9402985075	0.3230735916
913	0.9402985075	0.3228389877
914	0.9402985075	0.3224892356
915	0.9402985075	0.3224486186
916	0.9402985075	0.3221064805
917	0.9402985075	0.3219120714
918	0.9402985075	0.3216927861
919	0.9402985075	0.3215257909
920	0.9402985075	0.3214540957
921	0.947761194	0.3212865154
922	0.947761194	0.3210270912
923	0.947761194	0.3208026176
924	0.947761194	0.3207156913
925	0.947761194	0.3206211598
926	0.947761194	0.3202577975
927	0.947761194	0.3201043099
928	0.947761194	0.3197910389
929	0.947761194	0.3195257665
930	0.947761194	0.3193006596
931	0.947761194	0.3190230294
932	0.947761194	0.3188918412
933	0.947761194	0.3187130197
934	0.947761194	0.3182633022
935	0.947761194	0.3180872376
936	0.947761194	0.3178865502
937	0.947761194	0.3177645062
938	0.947761194	0.3177192996
939	0.947761194	0.3174907488
940	0.947761194	0.3171899957
941	0.947761194	0.3171348605
942	0.947761194	0.3167059859
943	0.947761194	0.3165504764
944	0.947761194	0.3163579547
945	0.947761194	0.3162298132
946	0.947761194	0.3161222174
947	0.947761194	0.3159547784
948	0.947761194	0.3158388062
949	0.947761194	0.315653799
950	0.947761194	0.3154074141
951	0.947761194	0.315140768
952	0.947761194	0.3148109275
953	0.947761194	0.3145114201
954	0.947761194	0.3140757188
955	0.947761194	0.3139193134
956	0.947761194	0.3138389189
957	0.947761194	0.3135572728
958	0.947761194	0.3134387094
959	0.947761194	0.3132830167
960	0.947761194	0.3130661659
961	0.947761194	0.3129006531
962	0.947761194	0.3127997916
963	0.947761194	0.312596861
964	0.947761194	0.3123055862
965	0.947761194	0.3121632876
966	0.947761194	0.3119179477
967	0.947761194	0.3117570558
968	0.947761194	0.3115321009
969	0.947761194	0.3114518351
970	0.947761194	0.3113886683
971	0.947761194	0.3110734711
972	0.947761194	0.3109037588
973	0.947761194	0.310754301
974	0.947761194	0.310600348
975	0.947761194	0.3105766884
976	0.947761194	0.3104319088
977	0.947761194	0.3102767665
978	0.947761194	0.3101216029
979	0.947761194	0.3100150909
980	0.947761194	0.309865752
981	0.947761194	0.3096979976
982	0.947761194	0.3095377707
983	0.947761194	0.3092103058
984	0.947761194	0.3091071172
985	0.947761194	0.3090410099
986	0.947761194	0.3088088787
987	0.947761194	0.3086494337
988	0.947761194	0.3082513007
989	0.947761194	0.3080953651
990	0.947761194	0.307884012
991	0.947761194	0.3076616139
992	0.947761194	0.3075150201
993	0.947761194	0.3073822721
994	0.947761194	0.3071713086
995	0.947761194	0.3070650323
996	0.947761194	0.3068839475
997	0.947761194	0.3066713709
998	0.947761194	0.3064609953
999	0.947761194	0.3061412975
